external_id,task_id,primary_topic_id,primary_topic_title,confidence,difficulty,action
"107674","586285cd-fa66-4e24-9c7b-bdbde5f158b2","ffca6ba7-889d-4abe-8d92-e1e1d5ab1c49","Давление жидкости","0.95","средняя","inserted"
"102987","8a269f64-6e38-4fa7-9e35-9ad3df127d12","f930f7a2-dcae-4a22-b546-9131c952c71d","Движение по окружности","0.95","средняя","inserted"
"178841","8ed9c808-b26a-4a5c-b5ac-681a129aa6e6","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"13524","999a6bd1-9dec-4ba0-9be8-6286059df68d","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"136678","06b77a69-360e-4213-9f3d-6ea464b0f524","f930f7a2-dcae-4a22-b546-9131c952c71d","Движение по окружности","0.95","средняя","inserted"
"175134","f8b5eefc-236f-4326-8072-a8d2c8de44ba","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"17829","b46aecbc-7c4b-4784-b0b7-4251184b8f52","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"146958","f2b3b2fb-6eef-431b-9dc7-a4a35f963a81","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"13500","1f1526ee-c009-43b9-842d-ad091daa5df5","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"120456","eae6ec9e-ad1c-4344-9998-9381d6278013","0dad3f47-1aa4-4765-9f41-34a9a6005ed4","Законы Ньютона","0.95","средняя","inserted"
"112678","0f42bc34-a1fd-4cfb-a39a-a5a00d734986","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"54998","5cddf07c-92db-4c4c-8e6a-e857ca2fb2f5","ffca6ba7-889d-4abe-8d92-e1e1d5ab1c49","Давление жидкости","0.95","сложная","inserted"
"91577","d1fed7c5-0996-42c3-a5f2-3b1803cf081c","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"114649","d044e170-d33e-488d-a7f8-2f9749c4ded6","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"95946","29daeda9-3d1e-4f33-a4ed-1026e7f357b8","ffca6ba7-889d-4abe-8d92-e1e1d5ab1c49","Давление жидкости","0.95","средняя","inserted"
"98115","a9538bfa-ba8e-4528-97e4-c389ebc10fc5","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","сложная","inserted"
"103359","dffe1183-3aee-4e59-bf40-ce6d105ccb0f","83f8506c-da8d-4515-a47e-c20c1548d17f","Равноускоренное движение","0.95","средняя","inserted"
"54999","6599ea1a-2a2d-4f30-badd-a6d0459aa6e0","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.9","средняя","inserted"
"96346","0ca6d3b9-8bf9-43a7-aecd-0f3b13676506","ffca6ba7-889d-4abe-8d92-e1e1d5ab1c49","Давление жидкости","0.95","средняя","inserted"
"160011","6f8b157e-a740-4207-aff9-1ef2c00beff5","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"115438","4a5ee082-d6d0-4c1a-9261-2ac52fe7e9fd","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"108058","7817c776-cd68-470f-bb5a-4d275d0e2e7a","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"107960","9e5b7570-eeaf-4244-8605-ab321165f5ef","ffca6ba7-889d-4abe-8d92-e1e1d5ab1c49","Давление жидкости","0.9","средняя","inserted"
"175155","09590a5c-564f-4508-b3ce-9fd7d4d042c7","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"13501","f13d5c14-b27f-4fbf-8687-8db896c27dc2","b62883d8-b923-4c11-809c-317c0eb233ad","Закон сохранения механической энергии","0.95","средняя","inserted"
"112598","f3018fab-6a85-46bc-95a4-f897fabe97ce","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"126620","1659acd4-920a-4124-b33f-59b00463608c","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"102036","2b02bebe-e62c-4564-8822-e014c1f57b9b","7abbe545-8b29-4161-a9c0-85b09555d81e","Упругий и неупругий удар","0.95","средняя","inserted"
"131276","72de606b-487b-4527-9592-b7c66eff2019","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"102986","b2d42c83-372e-489f-899c-be71ffe0071a","83f8506c-da8d-4515-a47e-c20c1548d17f","Равноускоренное движение","0.95","средняя","inserted"
"107496","4881c15d-e8bf-4eca-8699-118846413e64","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","сложная","inserted"
"104237","355c39da-6e5b-4262-acb6-c346fb6553e7","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"91689","83a5efc4-edd6-4e82-91be-37912aff06cb","7abbe545-8b29-4161-a9c0-85b09555d81e","Упругий и неупругий удар","0.95","средняя","inserted"
"130370","0975b280-c1b0-4678-83ba-0e623957d808","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"104238","790e405c-dab8-4d0a-9b04-60f6e0a2cdc6","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"136145","db831c7e-d222-43b5-9d40-a910853954c5","102d78c8-5777-441d-a393-83ae508cc8f3","Свободное падение","0.95","средняя","inserted"
"94009","4ffce551-ba8a-4157-ab43-e1f7dbf54d3f","83f8506c-da8d-4515-a47e-c20c1548d17f","Равноускоренное движение","0.95","средняя","inserted"
"158779","bf0055a6-016d-4642-b15f-3034624646c1","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"130566","13e65bdf-63f1-48b0-977e-553efedd5fc5","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"130815","e2f2351b-af48-4f86-b5f5-b0f855b9d353","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"137495","b4a4f007-acff-44e8-9b35-9ea0a9c1673e","77baf1e0-84d8-4933-b4d4-c520df7559a1","Импульс, закон сохранения импульса","0.95","средняя","inserted"
"139061","449a5606-0c93-401a-a36d-8dcb22268945","c7e7b6c7-e91b-4dcc-8573-6515d79e404f","Условие равновесия тел","0.95","сложная","inserted"
"138680","985cd467-fb07-463a-9335-626fffa96d85","d8dbee33-8a12-4785-bb2e-adc086b7f548","Движение связанных тел (блоки, нити)","0.95","сложная","inserted"
"135320","0dfa7e2a-4efc-45ad-9b15-637f57469c67","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"141117","d87a584e-80cf-47f2-8bfb-336edf0239c1","b62883d8-b923-4c11-809c-317c0eb233ad","Закон сохранения механической энергии","0.95","средняя","inserted"
"139375","f0763780-5371-4345-b59d-6a161ea4fb32","83f8506c-da8d-4515-a47e-c20c1548d17f","Равноускоренное движение","0.95","средняя","inserted"
"132622","793cbe51-f828-4e64-8ad2-4438f039f92b","b62883d8-b923-4c11-809c-317c0eb233ad","Закон сохранения механической энергии","0.95","средняя","inserted"
"136853","a01da316-b9e2-4b81-a43e-4ce4d106b94a","0c674863-412d-4cdb-8e84-d90b0e62d513","Закон всемирного тяготения","0.95","средняя","inserted"
"138677","9ed05428-db77-434f-b935-38a50bd4d31b","d8dbee33-8a12-4785-bb2e-adc086b7f548","Движение связанных тел (блоки, нити)","0.95","сложная","inserted"
"138871","a5623b9c-6a9f-429f-9fad-d06e4b56b48e","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"141627","b645586e-d1ab-4692-b49e-00a4ea2cae3f","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"155605","6da2a658-47d0-4c6a-8e9c-111106396e7b","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"138597","7ae7c93d-e01c-4038-9ff5-2a53c875cc1a","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"142483","f0082b32-f7ba-4537-b771-f635d669154f","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"176000","9400a36f-0c7f-4b2d-9798-d211760c40bd","0dad3f47-1aa4-4765-9f41-34a9a6005ed4","Законы Ньютона","0.95","средняя","inserted"
"139060","4eca2613-c4bb-4ba3-a29f-fdc3d3d3a5f3","c7e7b6c7-e91b-4dcc-8573-6515d79e404f","Условие равновесия тел","0.95","сложная","inserted"
"84371","3da497d8-f98a-46b7-9bd1-9bd57ec5707b","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"102985","b4b249de-2c4f-4b0e-850e-da8dc29605cb","83f8506c-da8d-4515-a47e-c20c1548d17f","Равноускоренное движение","0.95","средняя","inserted"
"13521","cad16d58-e572-4150-aa96-7ed8c9171816","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","сложная","inserted"
"39096","8e6b0138-fdb5-4be6-8c5d-f0e0a944640a","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"29294","7687d002-8d42-4d32-896d-a61a221db455","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"39719","bdf280e7-5d7c-42c3-a23f-20fc169bd740","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"177427","a09e2b6e-3523-4c2d-8da4-ed84901868fe","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"55005","1d140447-b1ad-43e5-9d7c-93fe05c4eaa2","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"84715","7d7ffafa-d953-4e40-8f2e-4742073fe6b1","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"177155","dc8dcd4f-52e8-4bd7-b07e-fd7e394995d3","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"160944","044d4a77-b977-4589-ba2d-d3cdbe657d91","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"164460","6a564f4f-5abd-451f-adc5-ea3f2d6354f0","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","средняя","inserted"
"107478","d323ac01-1f0a-4e29-960f-19915418c6be","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"93782","9157c0e0-a723-4e5c-865c-16a8ed30cbda","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"127692","a34430fb-89c4-4a8b-b2cf-4d9325308e98","102d78c8-5777-441d-a393-83ae508cc8f3","Свободное падение","0.95","средняя","inserted"
"96915","9f93535a-c726-4f3c-88c5-d133037d82b4","b62883d8-b923-4c11-809c-317c0eb233ad","Закон сохранения механической энергии","0.95","средняя","inserted"
"136477","1cb497f0-ae49-47d7-8d58-8d42fc76a9b5","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"120461","2593d852-e820-4180-a075-7e9077641391","83f8506c-da8d-4515-a47e-c20c1548d17f","Равноускоренное движение","0.95","средняя","inserted"
"37107","68c6d7bd-6e9b-41f3-b1db-e9d063224452","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","сложная","inserted"
"102634","61b24261-77dc-4a73-8fe1-627e293ba559","71ace6ec-c281-4894-9ac9-69e0abe13228","Кинетическая и потенциальная энергия","0.88","средняя","inserted"
"136839","e036f09e-4b87-4935-8e76-cfe4d01b1d94","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"120458","eff844bb-7087-4b8a-ae8b-d5f6d3006b58","864f3bc5-4561-4b0c-8f5f-37d5716e8da7","Сила трения","0.95","средняя","inserted"
"137494","692061e2-c30f-4926-be8d-447705a96d98","7abbe545-8b29-4161-a9c0-85b09555d81e","Упругий и неупругий удар","0.95","средняя","inserted"
"133142","8d842694-1f9c-4cc3-ac5c-5ddce34589b6","b62883d8-b923-4c11-809c-317c0eb233ad","Закон сохранения механической энергии","0.95","средняя","inserted"
"99960","e90c59f1-f802-449a-b8e2-696a103f7465","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"135466","56d834aa-7925-4fce-b111-c3dad1c169f2","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"138632","bb832b85-c13f-4ecd-9696-ab0410972411","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"155746","aff114fe-a5fe-4362-8628-efd9c7163856","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"102562","e3d03ade-1f68-4d67-a448-f4e522e712b8","102d78c8-5777-441d-a393-83ae508cc8f3","Свободное падение","0.95","средняя","inserted"
"160115","b0133309-19ff-40d6-b7d7-4afe0276ff2d","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"104664","b5a9b00d-18f4-47fc-a73b-ce8f7017746d","7abbe545-8b29-4161-a9c0-85b09555d81e","Упругий и неупругий удар","0.95","сложная","inserted"
"169646","797264b4-95a4-4bf5-bce0-169f115b2435","0dad3f47-1aa4-4765-9f41-34a9a6005ed4","Законы Ньютона","0.95","средняя","inserted"
"13520","efb0505c-2e6e-4606-bd1d-c7afb2a9fe18","ffca6ba7-889d-4abe-8d92-e1e1d5ab1c49","Давление жидкости","0.95","средняя","inserted"
"34583","b07f55dc-cd96-4121-882b-6d83bef7c56f","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"13525","d05ff235-54af-4de0-b40c-1bdbbafdf1ef","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"120459","9773ebc9-3a79-4b29-b8cc-638089341abd","77baf1e0-84d8-4933-b4d4-c520df7559a1","Импульс, закон сохранения импульса","0.95","средняя","inserted"
"13392","a1bae731-6388-4e22-96a6-e51c51f41d42","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"120460","373b81a6-df9b-404c-8e0c-9d6e21a5ffee","77baf1e0-84d8-4933-b4d4-c520df7559a1","Импульс, закон сохранения импульса","0.95","средняя","inserted"
"13513","24feae5c-630e-4c54-8c2b-7c8b5125ca83","77baf1e0-84d8-4933-b4d4-c520df7559a1","Импульс, закон сохранения импульса","0.95","средняя","inserted"
"94082","087ab963-e5ec-4709-96a0-ed49022f7bf0","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"58072","dc1399bb-46af-4eec-8d8b-8431bea03d69","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"13499","308dde0f-d508-424d-888a-a67484754f79","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"120693","6bada37d-a55a-4154-bc45-17520f562616","f930f7a2-dcae-4a22-b546-9131c952c71d","Движение по окружности","0.95","средняя","inserted"
"13526","13b893a5-d9aa-41b7-9399-6b1f2a155df6","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"136948","f6188ff3-7b11-480e-9985-425b571938d1","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"64689","d35c6700-577d-45a2-835c-248af503e62b","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"121340","52fb9aae-eabb-4b16-b34e-a71d23aa4512","b62883d8-b923-4c11-809c-317c0eb233ad","Закон сохранения механической энергии","0.95","сложная","inserted"
"139093","aa5d4165-9c6c-471c-817d-c54d266d17b2","b62883d8-b923-4c11-809c-317c0eb233ad","Закон сохранения механической энергии","0.95","средняя","inserted"
"92322","70a72be1-feb4-44d3-af85-e2faeedc3f62","f930f7a2-dcae-4a22-b546-9131c952c71d","Движение по окружности","0.95","средняя","inserted"
"136962","061a13cf-2bb7-442b-8351-88d0e8aabea8","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"58129","d54664a3-f827-4813-b6e7-ceae8c0222ae","ffca6ba7-889d-4abe-8d92-e1e1d5ab1c49","Давление жидкости","0.95","средняя","inserted"
"139376","245bafa0-0d42-450b-bf4b-697d67400122","83f8506c-da8d-4515-a47e-c20c1548d17f","Равноускоренное движение","0.95","средняя","inserted"
"126454","a37a99c3-4851-4b4f-8fed-3d8d87864c70","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"136849","24f70590-c714-4af9-9d06-c6b548ff0bae","0c674863-412d-4cdb-8e84-d90b0e62d513","Закон всемирного тяготения","0.95","средняя","inserted"
"143850","82c938df-ecea-4f00-92ad-29b985caaded","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","средняя","inserted"
"138886","eab4ae53-f8c8-48e6-8a89-c883fc35d112","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"142495","6c9d42e4-30a4-4bda-b0ef-32eeb6773080","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"141689","938e8477-b4a7-443a-a2d5-339c439279bb","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"13567","8e7fcc24-1d17-439f-a91e-238c970f70f9","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"175123","3976cbc1-a33d-4ca2-b78e-605dc4228269","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"64980","54647e13-97c4-48bb-a1ce-a91f9a8e1ed1","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"168643","4dd7103b-1504-489e-8e3f-f27308d53b54","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","средняя","inserted"
"94010","0d06b3a9-ca4e-496c-a093-e9bf151b4e93","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"102717","7f30f3b6-ab00-4110-a9ed-0d7b9c6cf20e","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"177172","bf181896-19bd-4fc6-9619-089529719d15","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"92293","e4a40ba5-287b-4772-89dd-ab33a8923fc4","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"94931","76685e9e-c82f-44ca-abab-44a79d4db511","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"60865","423fde31-ad09-4fb3-a341-9971d4e34d0b","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"13557","b7190d1d-1633-4a39-a2e3-4b96308aba92","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","лёгкая","inserted"
"97741","83668d6f-d97f-4817-b8bb-1dccf9bab3b1","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","лёгкая","inserted"
"160116","f46fd51e-9857-4917-b045-cbf49fc89f69","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"13599","acbd44e9-c770-41f9-806b-522e72d89658","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"14028","ac0e3a27-0b0d-4e4a-ae7a-9766db70518b","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","средняя","inserted"
"102995","f60a5aa2-7c19-4837-b2b2-0175cfad3d5b","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","лёгкая","inserted"
"107148","b9f8aca0-a624-4dd1-bc72-f1c7e3e5d876","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","средняя","inserted"
"165529","c9a71bfa-59a7-45c3-9614-598a96fee3bd","102d78c8-5777-441d-a393-83ae508cc8f3","Свободное падение","0.95","лёгкая","inserted"
"39099","48b82bf1-14ff-4a88-bbd4-c9a1f956f2f7","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"13598","7b855924-eb66-4cf6-b7b3-fd01bbefe799","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"13566","e7e35d09-5afe-4138-aea9-ba32a803a23c","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"91765","a55fdc80-d056-4c33-823e-3641e8bfd8a0","58d13f7e-0580-491e-9b7a-59facfa77b2a","Движение по наклонной плоскости","0.95","средняя","inserted"
"64981","d980cdf2-b81d-46c0-96e3-cfad22b694f3","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"164468","0cbf6de3-34de-47b1-b991-72fc13688d50","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"158954","796b0537-b949-4623-abc9-2904c5209409","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"14029","f26f10ac-dae0-4e1b-959b-cb0b52315ba3","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"39097","321c5560-eb98-435a-a252-85c693bcdb0d","77baf1e0-84d8-4933-b4d4-c520df7559a1","Импульс, закон сохранения импульса","0.95","средняя","inserted"
"58073","c856d493-9ba5-4259-802c-7fde81de8415","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
"102037","502172ae-219d-4a0b-95a8-56d698ab88d4","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"28072","f489d96a-7e32-410e-bed6-f6cdcc19c60c","f930f7a2-dcae-4a22-b546-9131c952c71d","Движение по окружности","0.95","средняя","inserted"
"164462","3180f6c6-7ceb-4fb4-a948-90711b0b00b9","a61293f9-8a4a-4a9d-836c-fb1d617bf961","Графики движения (x-t, v-t, a-t)","0.95","средняя","inserted"
"65070","298dfdfd-e244-43c5-a166-e685e9d466ac","019ee2aa-8647-4aa1-b4ba-c805df98fa80","Движение тела, брошенного под углом к горизонту","0.95","средняя","inserted"
"96347","ccf4769b-6efc-40c0-a86b-25a5a7967261","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"34585","ca7b8623-08d6-457a-b9f2-26e2ff850796","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"91448","faf44619-dc29-48c5-bf4f-53c54068d5ab","12c8c859-0607-44d1-92c2-a7e066beccb6","Движение спутников","0.95","средняя","inserted"
"14045","96981f2c-fbe3-4ecf-aa91-e570b6e2bb78","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"94462","2da1ecdb-74a1-4330-b773-0b46d2bc7976","90ae48ff-fb53-42ab-bc93-a7d4b3dcffe0","Математический и пружинный маятник","0.95","средняя","inserted"
"14048","d374777c-f465-4a51-92b5-bd9fc43c56f3","d990b470-e47d-4f73-b895-427f26b0c233","Гармонические колебания","0.95","средняя","inserted"
"117362","b385c823-c762-4561-ba9a-1932c50ccfb2","f930f7a2-dcae-4a22-b546-9131c952c71d","Движение по окружности","0.95","средняя","inserted"
"120695","6ff9ad02-d9b2-4237-b4d9-53e5812a1ee7","81ff7bcf-312a-4e72-ac82-de97b383b6bf","Закон Архимеда, плавание тел","0.95","средняя","inserted"
